instance,run,seed,profit,weight,capacity,time_ms,valid,algorithm
6I2,2,7537,2710,2000,2000,635,true,VND
6I2,3,1380,2710,2000,2000,764,true,VND
6I2,4,9140,2710,2000,2000,738,true,VND
6I2,5,2005,2710,2000,2000,634,true,VND
6I3,1,5769,2648,1998,2000,452,true,VND
6I3,2,27914,2648,1998,2000,454,true,VND
6I3,3,25162,2648,1998,2000,451,true,VND
6I3,4,3772,2648,1998,2000,541,true,VND
6I3,5,4599,2648,1998,2000,452,true,VND
6I4,1,32228,2689,1999,2000,602,true,VND
6I4,2,236,2689,1999,2000,603,true,VND
6I4,3,1022,2689,1999,2000,601,true,VND
6I4,4,13120,2689,1999,2000,605,true,VND
6I4,5,8977,2689,1999,2000,601,true,VND
6I5,1,29147,2668,1998,2000,554,true,VND
6I5,2,23435,2668,1998,2000,537,true,VND
6I5,3,13412,2668,1998,2000,562,true,VND
6I5,4,3162,2668,1998,2000,536,true,VND
6I5,5,25275,2668,1998,2000,566,true,VND
7I1,1,1595,2600,2000,2000,344,true,VND
7I1,2,19600,2600,2000,2000,351,true,VND
7I1,3,25796,2600,2000,2000,347,true,VND
7I1,4,12103,2600,2000,2000,346,true,VND
7I1,5,12844,2600,2000,2000,349,true,VND
7I2,1,24596,2590,2000,2000,411,true,VND
7I2,2,10161,2590,2000,2000,325,true,VND
7I2,3,21611,2590,2000,2000,326,true,VND
7I2,4,7107,2590,2000,2000,325,true,VND
7I2,5,13004,2590,2000,2000,324,true,VND
7I3,1,31882,2610,2000,2000,473,true,VND
7I3,2,260,2610,2000,2000,380,true,VND
7I3,3,4428,2610,2000,2000,401,true,VND
7I3,4,26891,2610,2000,2000,466,true,VND
7I3,5,20673,2610,2000,2000,395,true,VND
7I4,1,18582,2599,1999,2000,315,true,VND
7I4,2,25506,2599,1999,2000,369,true,VND
7I4,3,18417,2599,1999,2000,318,true,VND
7I4,4,268,2599,1999,2000,358,true,VND
7I4,5,13283,2599,1999,2000,377,true,VND
7I5,1,29823,2618,1998,2000,370,true,VND
7I5,2,27151,2618,1998,2000,472,true,VND
7I5,3,26488,2618,1998,2000,385,true,VND
7I5,4,15948,2618,1998,2000,367,true,VND
7I5,5,20567,2618,1998,2000,373,true,VND
8I1,1,9132,2569,1999,2000,276,true,VND
8I1,2,22067,2569,1999,2000,275,true,VND
8I1,3,17796,2569,1999,2000,273,true,VND
8I1,4,16004,2569,1999,2000,271,true,VND
8I1,5,24925,2569,1999,2000,288,true,VND
8I2,1,4461,2570,2000,2000,284,true,VND
8I2,2,20809,2570,2000,2000,282,true,VND
8I2,3,15155,2570,2000,2000,281,true,VND
8I2,4,13419,2570,2000,2000,282,true,VND
8I2,5,26834,2570,2000,2000,333,true,VND
8I3,1,9086,2548,1998,2000,225,true,VND
8I3,2,3122,2548,1998,2000,224,true,VND
8I3,3,6105,2548,1998,2000,224,true,VND
8I3,4,22896,2548,1998,2000,224,true,VND
8I3,5,2283,2548,1998,2000,223,true,VND
8I4,1,22449,2538,1998,2000,218,true,VND
8I4,2,20711,2538,1998,2000,254,true,VND
8I4,3,6946,2538,1998,2000,221,true,VND
8I4,4,26649,2538,1998,2000,223,true,VND
8I4,5,29289,2538,1998,2000,221,true,VND
8I5,1,23445,2569,1999,2000,333,true,VND
8I5,2,9835,2569,1999,2000,357,true,VND
8I5,3,4663,2569,1999,2000,290,true,VND
8I5,4,9036,2569,1999,2000,290,true,VND
8I5,5,31051,2569,1999,2000,287,true,VND
9I1,1,15075,2528,1998,2000,204,true,VND
9I1,2,7896,2528,1998,2000,206,true,VND
9I1,3,2416,2528,1998,2000,205,true,VND
9I1,4,2655,2528,1998,2000,204,true,VND
9I1,5,13368,2528,1998,2000,256,true,VND
9I2,1,16702,2504,1994,2000,182,true,VND
9I2,2,8166,2504,1994,2000,180,true,VND
9I2,3,25195,2504,1994,2000,182,true,VND
9I2,4,21003,2504,1994,2000,181,true,VND
9I2,5,22995,2504,1994,2000,182,true,VND
9I3,1,11768,2530,2000,2000,205,true,VND
9I3,2,24100,2530,2000,2000,207,true,VND
9I3,3,26000,2530,2000,2000,204,true,VND
9I3,4,19561,2530,2000,2000,204,true,VND
9I3,5,2891,2530,2000,2000,277,true,VND
9I4,1,17566,2510,2000,2000,181,true,VND
9I4,2,11356,2510,2000,2000,182,true,VND
9I4,3,4414,2510,2000,2000,186,true,VND
9I4,4,4774,2510,2000,2000,182,true,VND
9I4,5,31485,2510,2000,2000,179,true,VND
9I5,1,19896,2500,2000,2000,165,true,VND
9I5,2,12539,2500,2000,2000,160,true,VND
9I5,3,14634,2500,2000,2000,161,true,VND
9I5,4,22052,2500,2000,2000,161,true,VND
9I5,5,19601,2500,2000,2000,161,true,VND
11I1,1,11941,4810,4000,4000,3372,true,VND
11I1,2,13082,4810,4000,4000,3404,true,VND
11I1,3,15275,4810,4000,4000,3452,true,VND
11I1,4,32419,4810,4000,4000,3435,true,VND
11I1,5,32048,4810,4000,4000,3671,true,VND
11I2,1,23939,4819,3999,4000,3564,true,VND
11I2,2,6714,4819,3999,4000,3521,true,VND
11I2,3,23971,4819,3999,4000,3654,true,VND
11I2,4,9643,4819,3999,4000,3513,true,VND
11I2,5,11363,4819,3999,4000,3467,true,VND
11I3,1,8614,4830,4000,4000,3754,true,VND
11I3,2,31111,4830,4000,4000,4109,true,VND
11I3,3,7979,4830,4000,4000,4114,true,VND
11I3,4,7253,4830,4000,4000,4035,true,VND
11I3,5,17614,4830,4000,4000,4390,true,VND
11I4,1,11485,4809,3999,4000,3861,true,VND
11I4,2,13190,4809,3999,4000,3609,true,VND
11I4,3,16900,4809,3999,4000,3582,true,VND
11I4,4,4376,4809,3999,4000,3868,true,VND
11I4,5,2357,4809,3999,4000,3582,true,VND
11I5,1,10546,4780,4000,4000,3325,true,VND
11I5,2,1799,4780,4000,4000,3278,true,VND
11I5,3,20507,4780,4000,4000,3346,true,VND
11I5,4,32745,4780,4000,4000,3494,true,VND
11I5,5,5907,4780,4000,4000,3223,true,VND
12I1,1,6504,4539,3999,4000,941,true,VND
12I1,2,6842,4539,3999,4000,964,true,VND
12I1,3,4044,4539,3999,4000,936,true,VND
12I1,4,27900,4539,3999,4000,1032,true,VND
12I1,5,3053,4539,3999,4000,946,true,VND
12I2,1,29890,4540,4000,4000,961,true,VND
12I2,2,15239,4540,4000,4000,959,true,VND
12I2,3,29257,4540,4000,4000,1173,true,VND
12I2,4,7151,4540,4000,4000,962,true,VND
12I2,5,28178,4540,4000,4000,976,true,VND
12I3,1,19126,4530,4000,4000,934,true,VND
12I3,2,19867,4530,4000,4000,949,true,VND
12I3,3,22156,4530,4000,4000,1025,true,VND
12I3,4,9614,4530,4000,4000,939,true,VND
12I3,5,5212,4530,4000,4000,951,true,VND
12I4,1,9938,4519,3999,4000,889,true,VND
12I4,2,13987,4519,3999,4000,875,true,VND
12I4,3,20028,4519,3999,4000,899,true,VND
12I4,4,18930,4519,3999,4000,866,true,VND
12I4,5,15403,4519,3999,4000,863,true,VND
12I5,1,4965,4529,3999,4000,870,true,VND
12I5,2,24223,4529,3999,4000,877,true,VND
12I5,3,4557,4529,3999,4000,937,true,VND
12I5,4,9603,4529,3999,4000,963,true,VND
12I5,5,11343,4529,3999,4000,870,true,VND
13I1,1,27141,4406,3996,4000,363,true,VND
13I1,2,17019,4406,3996,4000,407,true,VND
13I1,3,32602,4406,3996,4000,385,true,VND
13I1,4,6615,4406,3996,4000,366,true,VND
13I1,5,23652,4406,3996,4000,364,true,VND
13I2,1,9819,4380,4000,4000,284,true,VND
13I2,2,23991,4380,4000,4000,287,true,VND
13I2,3,2995,4380,4000,4000,343,true,VND
13I2,4,27383,4380,4000,4000,320,true,VND
13I2,5,237,4380,4000,4000,286,true,VND
13I3,1,24884,4350,4000,4000,226,true,VND
13I3,2,8390,4350,4000,4000,223,true,VND
13I3,3,31997,4350,4000,4000,216,true,VND
13I3,4,423,4350,4000,4000,220,true,VND
13I3,5,543,4350,4000,4000,219,true,VND
13I4,1,21621,4388,3998,4000,318,true,VND
13I4,2,3417,4388,3998,4000,362,true,VND
13I4,3,22888,4388,3998,4000,312,true,VND
13I4,4,17536,4388,3998,4000,317,true,VND
13I4,5,6018,4388,3998,4000,315,true,VND
